run_ts,ticker,date,close,per,pbr,rsi,macd_hist,bb_pct_b,ma_cross,quant_score,news_score,integrated_score
2026-09-12T14:55:58+00:00,AAPL,2026-09-11,332.2699890136719,38.148106,45.14538,62.84281922754696,1.3147222947327444,1.013501863409551,,-0.11654876993133831,,
2026-09-12T14:55:58+00:00,MSFT,2026-09-11,495.6300048828125,27.62709,8.320827,56.87766338493222,-3.8450364754066904,0.5346766344550558,,-0.21034120097576112,,
2026-09-12T14:55:58+00:00,GOOGL,2026-09-11,338.5,16.69132,6.6508174,46.912651739100646,-0.40134380856598906,0.37448948378053454,,-0.018396976628682914,,
2026-09-12T14:55:58+00:00,AMZN,2026-09-11,256.7799987792969,20.658085,5.0195484,48.91355116653905,-1.1099799267143222,0.3584561853517981,,-0.10425528904344043,,
2026-09-12T14:55:58+00:00,NVDA,2026-09-11,218.2899932861328,27.631645,23.019087,49.94178809484372,-0.5070806884027146,0.4323251574428099,,-0.05756922295816356,,
2026-09-12T14:55:58+00:00,META,2026-09-11,648.030029296875,24.389538,6.321011,67.17924279644947,9.875251221869274,0.9481414138112559,,-0.05666116271827331,,
2026-09-12T14:55:58+00:00,TSLA,2026-09-11,365.44000244140625,332.21817,16.614685,54.4510322793584,1.862702467290648,0.7371887033639399,,0.07411309340707065,,
2026-09-13T05:38:55+00:00,AAPL,2026-09-11,332.2699890136719,38.148106,45.14538,62.84281926316419,1.3147222904685203,1.0135018634093804,,-0.11654877046214326,,
2026-09-13T05:38:55+00:00,MSFT,2026-09-11,495.6300048828125,27.62709,8.320827,56.87766338478968,-3.845036475439903,0.5346766344550511,,-0.21034120097527284,,
2026-09-13T05:38:55+00:00,GOOGL,2026-09-11,338.5,16.975927,6.6508174,46.912651739192576,-0.4013438084960863,0.3744894837802828,,-0.018396976612955394,,
2026-09-13T05:38:55+00:00,AMZN,2026-09-11,256.7799987792969,20.658085,5.0195484,48.91355116653905,-1.1099799267143222,0.3584561853517981,,-0.10425528904344043,,
2026-09-13T05:38:55+00:00,NVDA,2026-09-11,218.2899932861328,27.631645,23.019087,49.94178809484338,-0.5070806884025911,0.4323251574427965,,-0.05756922295814095,,
2026-09-13T05:38:55+00:00,META,2026-09-11,648.030029296875,24.389538,6.321011,67.17924279828009,9.875251221606518,0.9481414138112463,,-0.05666116272691724,,
2026-09-13T05:38:55+00:00,TSLA,2026-09-11,365.44000244140625,332.21817,16.614685,54.4510322793584,1.862702467290648,0.7371887033639399,,0.07411309340707065,,
2026-09-13T08:32:22+00:00,AAPL,2026-09-11,332.2699890136719,38.148106,45.14538,62.84281922689675,1.3147222947422486,1.0135018634096469,,-0.11654876992675559,,
2026-09-13T08:32:22+00:00,MSFT,2026-09-11,495.6300048828125,27.62709,8.320827,56.87766338478968,-3.845036475439903,0.5346766344550511,,-0.21034120097527284,,
2026-09-13T08:32:22+00:00,GOOGL,2026-09-11,338.5,16.975927,6.6508174,46.912651769337245,-0.4013438126188058,0.37448948378037267,,-0.018396977724101135,,
2026-09-13T08:32:22+00:00,AMZN,2026-09-11,256.7799987792969,20.658085,5.0195484,48.91355116653905,-1.1099799267143222,0.3584561853517981,,-0.10425528904344043,,
2026-09-13T08:32:22+00:00,NVDA,2026-09-11,218.2899932861328,27.631645,23.019087,49.9417880972908,-0.5070806894847206,0.4323251574428066,,-0.057569223113631336,,
2026-09-13T08:32:22+00:00,META,2026-09-11,648.030029296875,24.389538,6.321011,67.17924279645285,9.875251221869128,0.9481414138112477,,-0.0566611627182854,,
2026-09-13T08:32:22+00:00,TSLA,2026-09-11,365.44000244140625,332.21817,16.614685,54.4510322793584,1.862702467290648,0.7371887033639399,,0.07411309340707065,,
2026-09-13T13:42:50+00:00,AAPL,2026-09-11,332.2699890136719,38.148106,45.14538,62.84281926386405,1.314722290454161,1.0135018634094148,,-0.11654877046738452,
2026-09-13T13:42:50+00:00,MSFT,2026-09-11,495.6300048828125,27.62709,8.320827,56.877663384926535,-3.8450364754061077,0.5346766344550585,,-0.21034120097574205,
2026-09-13T13:42:50+00:00,GOOGL,2026-09-11,338.5,16.975927,6.6508174,46.912651769337245,-0.4013438126188058,0.37448948378037267,,-0.018396977724101135,
2026-09-13T13:42:50+00:00,AMZN,2026-09-11,256.7799987792969,20.658085,5.0195484,48.91355116653905,-1.1099799267143222,0.3584561853517981,,-0.10425528904344043,
2026-09-13T13:42:50+00:00,NVDA,2026-09-11,218.2899932861328,27.631645,23.019087,49.94178809721194,-0.5070806894530673,0.4323251574427984,,-0.05756922310905507,
2026-09-13T13:42:50+00:00,META,2026-09-11,648.030029296875,24.389538,6.321011,67.17924279828031,9.875251221604492,0.9481414138112493,,-0.056661162726919734,
2026-09-13T13:42:50+00:00,TSLA,2026-09-11,365.44000244140625,332.21817,16.614685,54.4510322793584,1.862702467290648,0.7371887033639399,,0.07411309340707065,
2026-09-14T22:06:21+00:00,AAPL,2026-09-14,333.0799865722656,38.2411,45.255432,63.36912984911833,1.6154974886644737,0.970676316208283,,-0.06399552341441611,
2026-09-14T22:06:21+00:00,MSFT,2026-09-14,505.4100036621094,28.17224,8.485017,61.58017173383024,-3.0867269050299164,0.7588993141386391,,-0.4751505099114075,
2026-09-14T22:06:21+00:00,GOOGL,2026-09-14,349.3900146484375,17.522066,6.8647833,55.27304202242117,0.595207747002001,0.9138131119525188,,-0.14738087601839894,
2026-09-14T22:06:21+00:00,AMZN,2026-09-14,253.5399932861328,20.397425,4.9562125,45.84245229533003,-1.0613521175275968,0.18415013205368289,,-0.01842538260855027,
2026-09-14T22:06:21+00:00,NVDA,2026-09-14,210.9600067138672,26.703798,22.246126,44.0664536128582,-1.2101982339365005,0.17102279491452385,,-0.015155775674498221,
2026-09-14T22:06:21+00:00,META,2026-09-14,665.5999755859375,25.050808,6.4923916,70.76686800018214,10.412209318796844,0.9874336823231821,,-0.10205161056769455,
2026-09-14T22:06:21+00:00,TSLA,2026-09-14,358.9700012207031,326.33636,16.320526,51.50366823229127,1.0948893799429102,0.5718162077799654,,0.12993337846136066,
2026-09-15T22:06:20+00:00,AAPL,2026-09-15,331.3399963378906,37.95418,45.01902,61.35854543901361,1.5868226593827508,0.8775791618378566,,-0.011515662067842498,
2026-09-15T22:06:20+00:00,MSFT,2026-09-15,497.1199951171875,27.710144,8.34584,56.00503814303742,-3.1011459278830564,0.5374631714024932,,-0.25651485837319693,
2026-09-15T22:06:20+00:00,GOOGL,2026-09-15,344.9800109863281,17.318274,6.7781363,51.72085017531151,0.9345589389472853,0.6897767422987195,,0.07137842312459435,
2026-09-15T22:06:20+00:00,AMZN,2026-09-15,248.4199981689453,20.00161,4.8561263,41.41705416749912,-1.3020427227913043,-0.028459180946958446,,0.08678354890155772,
2026-09-15T22:06:20+00:00,NVDA,2026-09-15,212.1699981689453,26.82301,22.373722,45.21227131929605,-1.535851271331115,0.24604026871538082,,-0.05033581130465123,
2026-09-15T22:06:20+00:00,META,2026-09-15,670.239990234375,25.23494,6.5376515,71.64826472755757,10.437504927568186,0.9440497288673122,,-0.08072511772653455,
2026-09-15T22:06:20+00:00,TSLA,2026-09-15,356.5799865722656,330.16663,16.211864,50.418006904223205,0.3721730995798769,0.49358058146210954,,0.06961470514497085,
